part_num,part_name,catalog,section,display_order,source_category_id,source_category,material,representative_for,notes
34103,Plate Special 1 x 3 with 2 Studs with Groove and Inside Stud Holder (Jumper),Tiles,Special,27,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
65509,Plate Special 2 x 4 with Groove and Two Center Studs (Jumper),Tiles,Special,28,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
1745,Plate Special Round 1 x 2 Half Circle with Stud (Jumper),Tiles,Special,29,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
18674,Plate Special Round 2 x 2 with Center Stud (Jumper Plate),Tiles,Special,30,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3070b,Tile 1 x 1 with Groove,Tiles,Standard,1,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3069b,Tile 1 x 2 with Groove,Tiles,Standard,2,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
63864,Tile 1 x 3,Tiles,Standard,3,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
2431,Tile 1 x 4 with Groove,Tiles,Standard,4,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6636,Tile 1 x 6 with Groove,Tiles,Standard,5,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
4162,Tile 1 x 8 with Groove,Tiles,Standard,6,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3068b,Tile 2 x 2 with Groove,Tiles,Standard,7,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
26603,Tile 2 x 3,Tiles,Standard,8,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
87079,Tile 2 x 4 with Groove,Tiles,Standard,9,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
69729,Tile 2 x 6,Tiles,Standard,10,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
1751,Tile 4 x 4,Tiles,Standard,11,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
8165,Tile 4 x 8,Tiles,Standard,12,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6320,Tile 6 x 8,Tiles,Standard,13,19,Tiles,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6141,Plate Round 1 x 1 with Solid Stud,Plates,Round & Curved,1,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
85861,Plate Round 1 x 1 with Open Stud,Plates,Round & Curved,2,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
2654,Plate Round 2 x 2 with Rounded Bottom [Boat Stud],Plates,Round & Curved,3,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
4032b,Plate Round 2 x 2 with Axle Hole Type 2 (X Opening),Plates,Round & Curved,4,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
7904,Plate Round Corner 2 x 2,Plates,Round & Curved,5,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
79491,Plate Round Corner 2 x 2 with 1 x 1 Cutout,Plates,Round & Curved,6,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
30357,Plate Round Corner 3 x 3,Plates,Round & Curved,7,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
68568,Plate Round Corner 3 x 3 with 2 x 2 Round Cutout,Plates,Round & Curved,8,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3766,Plate Round 4 x 6,Plates,Round & Curved,9,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
30565,Plate Round Corner 4 x 4,Plates,Round & Curved,10,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
11833,Plate Round 4 x 4 with 2 x 2 Round Opening,Plates,Round & Curved,11,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
60474,Plate Round 4 x 4 with Pin Hole,Plates,Round & Curved,12,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
18646,Plate Round Half 3 x 6 with 1 x 2 Cutout,Plates,Round & Curved,13,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
22888,Plate Round Half 4 x 8,Plates,Round & Curved,14,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
7531,Plate Round Half 2 x 4 with 1 x 2 Cutout,Plates,Round & Curved,15,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6003,Plate Round Corner 6 x 6,Plates,Round & Curved,16,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
11213,Plate Round 6 x 6 with Hole,Plates,Round & Curved,17,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
74611,Plate Round 8 x 8,Plates,Round & Curved,18,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
65140,Plate Round Corners 8 x 8,Plates,Round & Curved,19,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
41948,Plate 8 x 8 with Rounded End,Plates,Round & Curved,20,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
80031,Plate 10 x 10 with Rounded End,Plates,Round & Curved,21,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
18980,Plate Round Corners 2 x 6 Double,Plates,Round & Curved,22,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3263,Plate Round Corners Double 3 x 4 with 1 x 4 Raised Edge Studs,Plates,Round & Curved,23,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
89681,Plate Round Corners Double 4 x 6 with 2 x 2 Cutout and 2 x 6 Raised Studs,Plates,Round & Curved,24,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
73832,"Plate Round Corners Double 4 x 8 with 2 x 2 Cutout and 2 x 8 Raised Studs, Reduces Nubs",Plates,Round & Curved,25,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
8008,Plate Round Corner 5 x 5 with 2 x 2 Cutout,Plates,Round & Curved,26,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
80015,Plate Round Corner 5 x 5 with 4 x 4 Round Cutout,Plates,Round & Curved,27,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
79387,Plate Round Corners 4 x 4 x 2/3 Circle with 2 x 2 Opening,Plates,Round & Curved,28,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
66792,Plate Round Corners 4 x 4 x 2/3 Circle with Reduced Knobs,Plates,Round & Curved,29,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
66789,Plate Round Corners 6 x 6 x 2/3 Circle with Reduced Knobs,Plates,Round & Curved,30,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
66790,Plate Round Corners 8 x 8 x 2/3 Circle with Reduced Knobs,Plates,Round & Curved,31,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
86996,Plate 1 x 1 x 2/3 with Open Stud,Plates,Special,1,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
15070,Plate Special 1 x 1 with Vertical Tooth,Plates,Special,2,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
49668,Plate Special 1 x 1 with Tooth,Plates,Special,3,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6019,Plate Special 1 x 1 with Clip Horizontal [Thick U Clip],Plates,Special,4,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
60897,Plate Special 1 x 1 with Clip Vertical [Thick Open O Clip],Plates,Special,5,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3661,Plate Special Round 1 x 1 with Vertical Bar,Plates,Special,6,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
25893,Plate Special Round 1 x 1 with Hollow Stud and Bar on Underside,Plates,Special,7,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
32828,Plate Special Round 1 x 1 with Hollow Stud and Horizontal Bar 1L,Plates,Special,8,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
26047,Plate Special 1 x 1 Rounded with Handle,Plates,Special,9,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
35480,Plate Special 1 x 2 Rounded with 2 Open Studs,Plates,Special,10,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
77850,Plate Special 1 x 3 Rounded with 3 Open Studs,Plates,Special,11,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
77845,Plate Special 1 x 4 Rounded with 2 Open Studs,Plates,Special,12,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
8241,"Plate Special 1 x 4 with Rounded Corners, 2 Studs",Plates,Special,13,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
11476,Plate Special 1 x 2 with Clip Horizontal on Side,Plates,Special,14,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
63868,Plate Special 1 x 2 with Clip Horizontal on End,Plates,Special,15,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
78256,Plate Special 1 x 2 with Clip Vertical on End,Plates,Special,16,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
60470b,Plate Special 1 x 2 with Clips Horizontal [Open O Clips],Plates,Special,17,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
60478,Plate Special 1 x 2 with Handle on End [Closed Ends],Plates,Special,18,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
18649,Plate Special 1 x 2 with Handles on Ends,Plates,Special,19,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
2540,Plate Special 1 x 2 Side Handle [Free Ends],Plates,Special,20,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
48336,Plate Special 1 x 2 [Side Handle Closed Ends],Plates,Special,21,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
88072,Plate Special 1 x 2 with Bar Up [Horizontal Arm 5mm],Plates,Special,22,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
11458,Plate Special 1 x 2 with Pin Hole on Top,Plates,Special,23,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
18677,Plate Special 1 x 2 with Pin Hole Underneath,Plates,Special,24,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3172,Plate Special 1 x 2 with Pin Hole On Side,Plates,Special,25,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
10247,Plate Special 2 x 2 with 1 Pin Hole [Complete Underside Rib],Plates,Special,26,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
15092,Plate Special 2 x 2 with 2 Pins,Plates,Special,27,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
33909,Plate Special 2 x 2 with Only 2 studs,Plates,Special,28,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
8442,Plate Special 2 x 2 with Round Cutouts on Sides,Plates,Special,29,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
64799,Plate Special 4 x 4 with 2 x 2 Opening,Plates,Special,30,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
47998,Plate Special 4 x 4 with Clips Horizontal,Plates,Special,31,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6576,Plate Special 4 x 8 with Studs in Centre,Plates,Special,32,9,Plates Special,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
15397,Plate 3 x 3 Cross,Plates,Special,33,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
2420,Plate 2 x 2 Corner,Plates,Special,34,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
2639,Plate 4 x 4 Corner,Plates,Special,35,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
73831,Plate 2 x 3 with 1 x 1 Cutout,Plates,Special,36,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
77842,Plate 3 x 6 with 2 x 4 Cutout,Plates,Special,37,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
77844,Plate 3 x 3 Corner,Plates,Special,38,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3024,Plate 1 x 1,Plates,Standard,1,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3023,Plate 1 x 2,Plates,Standard,2,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3623,Plate 1 x 3,Plates,Standard,3,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3710,Plate 1 x 4,Plates,Standard,4,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
78329,Plate 1 x 5,Plates,Standard,5,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3666,Plate 1 x 6,Plates,Standard,6,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3460,Plate 1 x 8,Plates,Standard,7,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
4477,Plate 1 x 10,Plates,Standard,8,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
60479,Plate 1 x 12,Plates,Standard,9,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3022,Plate 2 x 2,Plates,Standard,10,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3021,Plate 2 x 3,Plates,Standard,11,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3020,Plate 2 x 4,Plates,Standard,12,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3795,Plate 2 x 6,Plates,Standard,13,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3034,Plate 2 x 8,Plates,Standard,14,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3832,Plate 2 x 10,Plates,Standard,15,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
2445,Plate 2 x 12,Plates,Standard,16,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
91988,Plate 2 x 14,Plates,Standard,17,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
4282,Plate 2 x 16,Plates,Standard,18,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
11212,Plate 3 x 3,Plates,Standard,19,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3031,Plate 4 x 4,Plates,Standard,20,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3032,Plate 4 x 6,Plates,Standard,21,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3035,Plate 4 x 8,Plates,Standard,22,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3030,Plate 4 x 10,Plates,Standard,23,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3029,Plate 4 x 12,Plates,Standard,24,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3958,Plate 6 x 6,Plates,Standard,25,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3036,Plate 6 x 8,Plates,Standard,26,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3033,Plate 6 x 10,Plates,Standard,27,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3028,Plate 6 x 12,Plates,Standard,28,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3456,Plate 6 x 14,Plates,Standard,29,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3027,Plate 6 x 16,Plates,Standard,30,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3026,Plate 6 x 24,Plates,Standard,31,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
41539,Plate 8 x 8,Plates,Standard,32,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
92438,Plate 8 x 16,Plates,Standard,33,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
91405,Plate 16 x 16,Plates,Standard,34,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
728,Plate 8 x 11,Plates,Standard,35,14,Plates,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
4740,Dish 2 x 2 Inverted [Radar],Dishes,Dishes,1,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
43898,Dish 3 x 3 Inverted [Radar],Dishes,Dishes,2,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3960,Dish 4 x 4 Inverted [Radar],Dishes,Dishes,3,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
35394,Dish 4 x 4 Inverted with Open Stud [Radar],Dishes,Dishes,4,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
65138,Dish 4 x 4 with 4 Studs,Dishes,Dishes,5,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6942,Dish 5 x 5,Dishes,Dishes,6,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
44375b,Dish 6 x 6 Inverted (Radar) with Solid Studs,Dishes,Dishes,7,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
44375a,Dish 6 x 6 Inverted (Radar) with Hollow Studs,Dishes,Dishes,8,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
18859,"Dish 8 x 8 Inverted [Radar], Hollow Studs",Dishes,Dishes,9,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3961,"Dish 8 x 8 Inverted [Radar], Solid Studs, Rounded Anti-stud Underside",Dishes,Dishes,10,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
98606,Dish 9 x 9 Inverted with Pin Hole (Radar),Dishes,Dishes,11,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
50990b,Dish 10 x 10 Inverted (Radar) with Solid Studs,Dishes,Dishes,12,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
50990a,Dish 10 x 10 Inverted (Radar) with Hollow Studs,Dishes,Dishes,13,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
71128,Dish 2 x 2 x 2/3 Light Reflector,Dishes,Dishes,14,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
68881,Dish Round 5 x 10 x 1 2 / 3 Half Circle Curved,Dishes,Dishes,15,21,Plates Round Curved and Dishes,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3005,Brick 1 x 1,Bricks,Standard,1,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3004,Brick 1 x 2,Bricks,Standard,2,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3622,Brick 1 x 3,Bricks,Standard,3,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3010,Brick 1 x 4,Bricks,Standard,4,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3009,Brick 1 x 6,Bricks,Standard,5,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3008,Brick 1 x 8,Bricks,Standard,6,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6111,Brick 1 x 10,Bricks,Standard,7,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
6112,Brick 1 x 12,Bricks,Standard,8,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
2465,Brick 1 x 16,Bricks,Standard,9,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3003,Brick 2 x 2,Bricks,Standard,10,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3002,Brick 2 x 3,Bricks,Standard,11,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
3001,Brick 2 x 4,Bricks,Standard,12,11,Bricks,Plastic,,Reconstructed from exact IDs preserved in frozen audit record
